,"Billingham",,,,,,"Middlesbrough",,,,,,,,,,,,,,,,,,,,,,,,,,"Newcastle Centre",,,,,,,,,,,,,,,,,,,,,,,,,,"Redcar",,,,,,,,,,,,,,,,,,"Stockton-on-Tees Yarm",,,,,,,,,,"Sunderland",,,,"Sunderland 8",,"Sunderland Silksworth",,,,,,,,,,,,,,,,,
Date,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Cobalt",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2007-01-22,17,V ugm-3,26,V ugm-3,53,V ugm-3,47,V ugm-3,4,V ugm-3,28,V ugm-3,34,V ugm-3,No data,,11,V ugm-3,0.14,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,50,V ugm-3,10,V ugm-3,28,V ugm-3,43,V ugm-3,No data,,1,V ugm-3,0.18,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,V ugm-3,1,V ugm-3,7,V ugm-3,8,V ugm-3,No data,,1,V ugm-3,0.18,V mgm-3,33,V ugm-3 (INDIC.GRAV),No data,,29,V ugm-3,39,V ugm-3,84,V ugm-3,0.37,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,No data,V ,No data,,55,V ugm-3,4,V ugm-3,18,V ugm-3,24,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-01-23,33,V ugm-3,48,V ugm-3,98,V ugm-3,39,V ugm-3,5,V ugm-3,34,V ugm-3,42,V ugm-3,No data,,3,V ugm-3,0.26,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,43,V ugm-3,12,V ugm-3,30,V ugm-3,48,V ugm-3,No data,,2,V ugm-3,0.19,V mgm-3,12,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,V ugm-3,2,V ugm-3,24,V ugm-3,27,V ugm-3,No data,,2,V ugm-3,0.36,V mgm-3,29,V ugm-3 (INDIC.GRAV),No data,,49,V ugm-3,47,V ugm-3,122,V ugm-3,0.37,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,No data,V ,No data,,50,V ugm-3,4,V ugm-3,19,V ugm-3,25,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-01-24,31,V ugm-3,33,V ugm-3,80,V ugm-3,56,V ugm-3,4,V ugm-3,26,V ugm-3,32,V ugm-3,No data,,5,V ugm-3,0.14,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,51,V ugm-3,14,V ugm-3,27,V ugm-3,48,V ugm-3,No data,,3,V ugm-3,0.2,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,V ugm-3,0,V ugm-3,9,V ugm-3,10,V ugm-3,No data,,0,V ugm-3,0.22,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,35,V ugm-3,46,V ugm-3,99,V ugm-3,0.46,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,V ,No data,,64,V ugm-3,4,V ugm-3,14,V ugm-3,20,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-01-25,39,V ugm-3,52,V ugm-3,111,V ugm-3,26,V ugm-3,14,V ugm-3,40,V ugm-3,62,V ugm-3,No data,,1,V ugm-3,0.25,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,35,V ugm-3,32,V ugm-3,40,V ugm-3,88,V ugm-3,No data,,4,V ugm-3,0.2,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,V ugm-3,15,V ugm-3,38,V ugm-3,61,V ugm-3,No data,,6,V ugm-3,0.41,V mgm-3,28,V ugm-3 (INDIC.GRAV),No data,,101,V ugm-3,67,V ugm-3,222,V ugm-3,0.68,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,No data,V ,No data,,43,V ugm-3,6,V ugm-3,24,V ugm-3,33,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-01-26,29,V ugm-3,48,V ugm-3,92,V ugm-3,27,V ugm-3,12,V ugm-3,43,V ugm-3,61,V ugm-3,No data,,2,V ugm-3,0.28,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,35,V ugm-3,15,V ugm-3,33,V ugm-3,55,V ugm-3,No data,,1,V ugm-3,0.23,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,V ugm-3,3,V ugm-3,33,V ugm-3,38,V ugm-3,No data,,8,V ugm-3,0.27,V mgm-3,35,V ugm-3 (INDIC.GRAV),No data,,74,V ugm-3,56,V ugm-3,168,V ugm-3,0.54,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,No data,V ,No data,,38,V ugm-3,5,V ugm-3,27,V ugm-3,34,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-01-27,4,V ugm-3,21,V ugm-3,27,V ugm-3,42,V ugm-3,2,V ugm-3,26,V ugm-3,29,V ugm-3,No data,,1,V ugm-3,0.18,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,52,V ugm-3,7,V ugm-3,15,V ugm-3,26,V ugm-3,No data,,0,V ugm-3,0.18,V mgm-3,7,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,V ugm-3,3,V ugm-3,30,V ugm-3,34,V ugm-3,No data,,8,V ugm-3,0.28,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,59,V ugm-3,53,V ugm-3,143,V ugm-3,0.5,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,No data,V ,No data,,58,V ugm-3,2,V ugm-3,10,V ugm-3,13,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-01-28,0,V ugm-3,7,V ugm-3,7,V ugm-3,66,V ugm-3,2,V ugm-3,9,V ugm-3,12,V ugm-3,No data,,3,V ugm-3,0.13,V mgm-3,9,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,63,V ugm-3,4,V ugm-3,10,V ugm-3,16,V ugm-3,No data,,0,V ,0.16,V mgm-3,8,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,V ugm-3,1,V ugm-3,20,V ugm-3,23,V ugm-3,No data,,13,V ugm-3,0.38,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,10,V ugm-3,20,V ugm-3,35,V ugm-3,0.2,V mgm-3,9,V ugm-3 (INDIC.GRAV),No data,,No data,V ,No data,,71,V ugm-3,3,V ugm-3,5,V ugm-3,9,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-01-29,42,V ugm-3,54,V ugm-3,117,V ugm-3,33,V ugm-3,4,V ugm-3,34,V ugm-3,40,V ugm-3,No data,,3,V ugm-3,0.22,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,42,V ugm-3,20,V ugm-3,31,V ugm-3,62,V ugm-3,No data,,2,V ugm-3,0.2,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,V ugm-3,5,V ugm-3,41,V ugm-3,49,V ugm-3,No data,,10,V ugm-3,0.29,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,71,V ugm-3,56,V ugm-3,165,V ugm-3,0.53,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,No data,V ,No data,,51,V ugm-3,4,V ugm-3,18,V ugm-3,24,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-01-30,43,V ugm-3,43,V ugm-3,109,V ugm-3,39,V ugm-3,5,V ugm-3,25,V ugm-3,32,V ugm-3,No data,,2,V ugm-3,0.21,V mgm-3,7,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,52,V ugm-3,18,V ugm-3,25,V ugm-3,52,V ugm-3,No data,,2,V ugm-3,0.18,V mgm-3,7,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,V ugm-3,4,V ugm-3,30,V ugm-3,37,V ugm-3,No data,,7,V ugm-3,0.44,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,64,V ugm-3,50,V ugm-3,148,V ugm-3,0.37,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,No data,,57,V ugm-3,5,V ugm-3,15,V ugm-3,22,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-01-31,9,V ugm-3,22,V ugm-3,36,V ugm-3,53,V ugm-3,3,V ugm-3,15,V ugm-3,19,V ugm-3,No data,,2,V ugm-3,0.13,V mgm-3,12,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,57,V ugm-3,14,V ugm-3,15,V ugm-3,36,V ugm-3,No data,,2,V ugm-3,0.18,V mgm-3,9,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,36,V ugm-3,2,V ugm-3,29,V ugm-3,32,V ugm-3,No data,,20,V ugm-3,0.29,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,24,V ugm-3,31,V ugm-3,67,V ugm-3,0.31,V mgm-3,12,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,No data,,68,V ugm-3,3,V ugm-3,5,V ugm-3,10,V ugm-3,No data,,No data,,No data,,No data,,No data



End
